,Country,Universities Names,University Place,Tuition Fees
1705, USA,"Neeley School of Business, Fort Worth","Texas, USA",₹38.72L/Yr
1706, USA,"Haub School of Business, Philadelphia","Pennsylvania, USA",₹38.38L/Yr
1707, USA,"Masagung Graduate School of Management, San Francisco","California, USA",₹32.47L/Yr
1708, USA,"Tobin College of Business, Jamaica","New York, USA",₹35.11L/Yr
1709, USA,"Jack Welch Management Institute, Herndon","Virginia, USA",₹38.43L/Yr
1710, USA,"College of Business, University of Texas at Arlington, Arlington","Texas, USA",₹23.17L/Yr
1711, USA,"Saunders College of Business, Rochester","New York, USA",₹47.95L/Yr
1712, USA,"Miami Business School, Coral Gables","Florida, USA",₹47.93L/Yr
1713, USA,"School of Business, Wake Forest University, Winston-Salem","North Carolina, USA",₹46.46L/Yr
1714, USA,"Golden Gate University, San Francisco","California, USA",₹19.53L/Yr
1715, USA,"California State University-Dominguez Hills, Carson","California, USA",₹9.99L/Yr
1716, USA,"Concordia University Chicago, River Forest","Illinois, USA",₹25.52L/Yr
1717, USA,"Foothill College, Los Altos Hills","California, USA",₹10.71L/Yr
1718, USA,"Thomas College, Waterville","Maine, USA",₹27.19L/Yr
1719, USA,"New York University Tandon School of Engineering, Brooklyn","New York, USA",₹39.39L/Yr
1720, USA,"Nexford University, Washington","District Of Columbia, USA",₹1.35L/Yr
1721, USA,"Cornell Tech, Ithaca","New York, USA",₹58.77L/Yr
1722, USA,"Westcliff University, Irvine","California, USA",₹17.2L/Yr
1723, USA,"Herzing University, Milwaukee","Wisconsin, USA",₹16.55L/Yr
1724, France,"Sorbonne University, Paris","Ile-De-France, France",₹20.2K/Yr
1725, France,"Montpellier Business School, Montpellier","Occitania, France",₹66.51L/Yr
1726, France,"Sciences Po, Valence","Auvergne-Rhone-Alpes, France",₹16.37L/Yr
1727, France,"HEC Paris, Valence","Auvergne-Rhone-Alpes, France",₹29.45L/Yr
1728, France,"EDHEC Business School, Lille","Hauts-De-France, France",₹24.79L/Yr
1729, France,"Neoma Business School, Paris","Ile-De-France, France",₹15.92L/Yr
1730, France,"EMLYON Business School, Lyon","Auvergne-Rhone-Alpes, France",₹11.61L/Yr
1731, France,"KEDGE Business School, Talence","New Aquitaine, France",₹6.17L/Yr
1732, France,"Ecole Polytechnique, Valence","Auvergne-Rhone-Alpes, France",₹14.75L/Yr
1733, France,"Paris School of Business, Paris","Ile-De-France, France",₹13.06L/Yr
1734, France,"Rennes School of Business, Valence","Auvergne-Rhone-Alpes, France",₹19.13L/Yr
1735, France,"Audencia Business School, Valence","Auvergne-Rhone-Alpes, France",₹22.49L/Yr
1736, France,"IESEG School of Management, Lille","Hauts-De-France, France",₹14.45L/Yr
1737, France,"INSEAD Business School, Evry","Ile-De-France, France",₹85.35L/Yr
1738, France,"Skema Business School, Paris","Ile-De-France, France",₹18.28L/Yr
1739, France,"IDRAC Business School, Paris","Ile-De-France, France",₹7.95L/Yr
1740, Italy,"University of Bologna, Carpi","Basilicata, Italy",₹1.1L/Yr
1741, Italy,"Sapienza University of Rome, San Severo","Lazio, Italy",₹2.66L/Yr
1742, Italy,"Sant'Anna School of Advanced Studies, Pisa","Tuscany, Italy",₹118.8L/Yr
1743, Italy,"Politecnico Di Milano, Milan","Apulia, Italy",₹3.48L/Yr
1744, Italy,"Humanitas University, Pavia","Lombardy, Italy",₹9.28L/Yr
1745, Italy,"University of Milan, Milan","Apulia, Italy",₹2.38L/Yr
1746, Italy,"University of Pisa, Pisa","Tuscany, Italy",₹2.19L/Yr
1747, Italy,"Accademia Costume e Moda, Rome","Lazio, Italy",₹18.8L/Yr
1748, Italy,"IULM University, Milan","Apulia, Italy",₹8.84L/Yr
1749, Italy,"Milano Fashion Institute, Milan","Apulia, Italy",₹15.36L/Yr
1750, Italy,"ALMA, The International School of Italian Cuisine, Parma","Abruzzo, Italy",₹8.31L/Yr
1751, UAE,"Abu Dhabi University, Dubai","Dubai, UAE",₹12.92L/Yr
1752, UAE,"Khalifa University, Abu Dhabi","Abu Dhabi, UAE",₹25.27L/Yr
1753, UAE,"United Arab Emirates University, Al Ain","Abu Dhabi, UAE",₹16.14L/Yr
1754, UAE,"University of Sharjah, Sharjah","Sharjah, UAE",₹10.21L/Yr
1755, UAE,"Zayed University, Dubai","Dubai, UAE",₹17.55L/Yr
1756, UAE,"Amity University, Dubai","Dubai, UAE",₹5.62L/Yr
1757, UAE,"BITS Pilani, Dubai","Dubai, UAE",₹19.42L/Yr
1758, UAE,"University of Birmingham Dubai, Dubai","Dubai, UAE",₹5.36L/Yr
1759, UAE,"University of Wollongong Dubai, Dubai","Dubai, UAE",₹13.04L/Yr
1760, UAE,"Middlesex University Dubai, Dubai","Dubai, UAE",₹11.29L/Yr
1761, UAE,"Westford University College, Sharjah","Sharjah, UAE",₹2.42L/Yr
1762, UAE,"Manipal Academy of Higher Education, Dubai","Dubai, UAE",₹11.12L/Yr
1763, UAE,"IMT Business School Dubai, Dubai","Dubai, UAE",₹9.89L/Yr
1764, UAE,"Gulf Medical University, Ajman","Ajman, UAE",₹17.35L/Yr
1765, UAE,"De Montfort University, Dubai","Dubai, UAE",₹3.51L/Yr
1766, UAE,"University of Bolton, Al Qusaidat","Ras Al Khaimah, UAE",₹6.6L/Yr
